sampled_publisher_id,sampled_publisher_name,sample_schain,total_requests,invalid_traffic_count,ivt_pct,sophisticated_ivt_count,sophisticated_ivt_pct,general_ivt_count,general_ivt_pct,valid_traffic_count,valid_traffic_pct,media_guard_row_number
34104,Smaato,"1.0,1!blueseasx.com,203830,1,,,!smaato.com,1100059341,1,,,!dauup.com,34104,1,,,",29309500,406500,0.013869,374400,0.012774,32100,0.001,28903000,0.9861,58
34167,Lacuna,"1.0,1!ushareit.com,LC88f1f13eac033ffb,1,,,!dauup.com,34167,1,,,",27263600,211300,0.00775,87900,0.003224,123400,0.0045,27052300,0.9922,59
34106,AlgoriX,"1.0,1!algorix.co,60280,1,,,!dauup.com,34106,1,,,",27004700,190400,0.007051,169400,0.006273,21000,0.0007,26814300,0.9929,60
34103,InMobi,"1.0,1!appaspire.com,78423,1,,,!inmobi.com,6cb2de20b77b4011911f2df29e4674a0,1,,,!dauup.com,34103,1,,,",26875900,251100,0.009343,247000,0.00919,4100,0.0001,26624800,0.9906,61
34104,Smaato,"1.0,1!smaato.com,1100055947,1,,,!dauup.com,34104,1,,,",26603600,343300,0.012904,310600,0.011675,32700,0.0012,26260300,0.987,62
34142,Sovrn,"1.0,1!lijit.com,585620,1,,,!dauup.com,34142,1,,,",26301600,129500,0.004924,123000,0.004677,6500,0.0002,26172100,0.995,63
34127,Tredio,"1.0,1!tredio.io,357a6fdf7642bf815a88822c447d9dc437075,1,,,!dauup.com,34127,1,,,",26129200,18014300,0.689432,17981700,0.688184,32600,0.0012,8114900,0.3105,64
34208,VGI,"1.0,1!mediafuse.com,755,1,,,!lkqd.net,1100055405,1,,,!dauup.com,34208,1,,,",25971000,10200,0.000393,7300,0.000281,2900,0.0001,25960800,0.9996,65
34211,Illumin,"1.0,1!admanmedia.com,2201,1,,,!dauup.com,34211,1,,,",25128600,4025200,0.160184,3999000,0.159141,26200,0.001,21103400,0.8398,66
34134,FutureToday,"1.0,1!marketplace.futuretodayinc.com,3,1,,,!dauup.com,34134,1,,,",24974500,3210700,0.128559,3106600,0.124391,104100,0.0041,21763800,0.8714,67
34104,Smaato,"1.0,1!chartboost.com,5fc90de464bda0080ace6b1b,1,,,!smaato.com,1100057440,1,,,!dauup.com,34104,1,,,",24801000,261300,0.010536,175000,0.007056,86300,0.0034,24539700,0.9894,68
34211,Illumin,"1.0,1!risecodes.com,6552138158df6d00013c5480,1,,,!admanmedia.com,2019,1,,,!dauup.com,34211,1,,,",24501100,32600,0.001331,32400,0.001322,200,0.0,24468500,0.9986,69
34211,Illumin,"1.0,0!media.net,8CUW554RC,1,,,!admanmedia.com,993,1,,,!dauup.com,34211,1,,,",24071400,269700,0.011204,269500,0.011196,200,0.0,23801700,0.9887,70
34211,Illumin,"1.0,1!admanmedia.com,2339,1,,,!dauup.com,34211,1,,,",23940900,113300,0.004732,60800,0.00254,52500,0.0021,23827600,0.9952,71
34197,zMaticoo,"1.0,1!zmaticoo.com,119190,1,,,!dauup.com,34197,1,,,",23640800,15369700,0.650135,15366600,0.650003,3100,0.0001,8271100,0.3498,72
34199,Mindtos,"1.0,1!bidscube.com,1386,1,,,!mindtos.com,mtafd04e97d5130207,1,,,!dauup.com,34199,1,,,",23632300,23500800,0.994436,23500600,0.994427,200,0.0,131500,0.0055,73
34142,Sovrn,"1.0,1!lijit.com,585860,1,,,!dauup.com,34142,1,,,",23607400,204900,0.008679,193900,0.008214,11000,0.0004,23402500,0.9913,74
34173,WURL,"1.0,1!wurl.com,65839,1,,,!dauup.com,34173,1,,,",23554000,3666100,0.155647,281500,0.011951,3384600,0.1436,19887900,0.8443,75
34202,Ignite Media,"1.0,1!ignitemediatech.com,pub_62381,1,,,!dauup.com,34202,1,,,",22959100,247800,0.010793,207700,0.009047,40100,0.0017,22711300,0.9892,76
34218,Iion,"1.0,1!iion.io,10124,1,,,!dauup.com,34218,1,,,",22661400,194200,0.00857,189300,0.008353,4900,0.0002,22467200,0.9914,77
34142,Sovrn,"1.0,1!lijit.com,523648,1,,,!dauup.com,34142,1,,,",22419600,125900,0.005616,106300,0.004741,19600,0.0008,22293700,0.9943,78
34104,Smaato,"1.0,1!smaato.com,1100060201,1,,,!dauup.com,34104,1,,,",22186000,100000,0.004507,92800,0.004183,7200,0.0003,22086000,0.9954,79
34105,Digital Turbine,"1.0,1!fyber.com,208585,1,,,!dauup.com,34105,1,,,",22046100,45100,0.002046,38800,0.00176,6300,0.0002,22001000,0.9979,80
34218,Iion,"1.0,1!iion.io,10180,1,,,!dauup.com,34218,1,,,",21105200,1628800,0.077175,1604600,0.076029,24200,0.0011,19476400,0.9228,81
34105,Digital Turbine,"1.0,1!fyber.com,217016,1,,,!dauup.com,34105,1,,,",20906000,98600,0.004716,96300,0.004606,2300,0.0001,20807400,0.9952,82
34104,Smaato,"1.0,1!smaato.com,1100055912,1,,,!dauup.com,34104,1,,,",20892200,127400,0.006098,102900,0.004925,24500,0.0011,20764800,0.9939,83
34158,AppoDeal,"1.0,1!ignitemediatech.com,pub_63411,1,,,!bidmachine.io,1490,1,,,!dauup.com,34158,1,,,",20685900,47700,0.002306,43000,0.002079,4700,0.0002,20638200,0.9976,84
44327,Cineverse,"1.0,1!c360.com,1980,1,,,!dauup.com,44327,1,,,",20682400,13894600,0.671808,13870100,0.670623,24500,0.0011,6787800,0.3281,85
34211,Illumin,"1.0,1!inmobi.com,be453901fc2a4a178240f2ef402abf66,1,,,!admanmedia.com,2063,1,,,!dauup.com,34211,1,,,",20613900,21700,0.001053,18900,0.000917,2800,0.0001,20592200,0.9989,86
34127,Tredio,"1.0,1!ogury.com,23784fae-b57b-4760-9ef0-649a8d5cfe3a,1,,,!admanmedia.com,2116,1,,,!tredio.io,357a6fdf7642bf815a88822c447d9dc431894,1,,,!dauup.com,34127,1,,,",20478300,47000,0.002295,26300,0.001284,20700,0.001,20431300,0.9977,87
34104,Smaato,"1.0,1!bold-win.com,620,1,,,!smaato.com,1100055204,1,,,!dauup.com,34104,1,,,",20205300,124100,0.006142,107900,0.00534,16200,0.0008,20081200,0.9938,88
34155,OpenX,"1.0,1!openx.com,559898670,1,,,!dauup.com,34155,1,,,",19397000,440300,0.022699,440200,0.022694,100,0.0,18956700,0.9773,89
34211,Illumin,"1.0,1!admanmedia.com,2227,1,,,!dauup.com,34211,1,,,",19373400,807300,0.041671,792000,0.040881,15300,0.0007,18566100,0.9583,90
34102,PubNative,"1.0,1!pubnative.net,1009141,1,,,!dauup.com,34102,1,,,",18953000,165500,0.008732,134000,0.00707,31500,0.0016,18787500,0.9912,91
34197,zMaticoo,"1.0,1!zmaticoo.com,52165,1,,,!dauup.com,34197,1,,,",18950100,121800,0.006427,91000,0.004802,30800,0.0016,18828300,0.9935,92
34155,OpenX,"1.0,1!openx.com,564927338,1,,,!dauup.com,34155,1,,,",18828700,15868800,0.842798,15868800,0.842798,0,0.0,2959900,0.1572,93
34197,zMaticoo,"1.0,1!zmaticoo.com,86682,1,,,!dauup.com,34197,1,,,",18586000,39100,0.002104,18300,0.000985,20800,0.0011,18546900,0.9978,94
34104,Smaato,"1.0,1!smartadserver.com,4323,1,,,!smaato.com,1100044045,1,,,!dauup.com,34104,1,,,",18221300,76000,0.004171,75500,0.004144,500,0.0,18145300,0.9958,95
34154,CadentTV,"1.0,1!ssp.cadent.com,1583,1,,,!dauup.com,34154,1,,,",18128900,239200,0.013194,192400,0.010613,46800,0.0025,17889700,0.9868,96
34155,OpenX,"1.0,1!openx.com,540309309,1,,,!dauup.com,34155,1,,,",18097600,598500,0.033071,598400,0.033065,100,0.0,17499100,0.9669,97
34103,InMobi,"1.0,1!inmobi.com,7643d0fbc7684eb69c596d69dacd9422,1,,,!dauup.com,34103,1,,,",17966500,126800,0.007058,120200,0.00669,6600,0.0003,17839700,0.9929,98
34158,AppoDeal,"1.0,1!ignitemediatech.com,pub_63589,1,,,!bidmachine.io,1490,1,,,!dauup.com,34158,1,,,",17703400,2373600,0.134076,2371300,0.133946,2300,0.0001,15329800,0.8659,99
34199,Mindtos,"1.0,1!bigo.sg,23167541,1,,,!mindtos.com,mt0b219ff842ee3772,1,,,!dauup.com,34199,1,,,",17626600,132600,0.007523,124000,0.007035,8600,0.0004,17494000,0.9924,100
34197,zMaticoo,"1.0,1!zmaticoo.com,66795,1,,,!dauup.com,34197,1,,,",17509200,240600,0.013741,204600,0.011685,36000,0.002,17268600,0.9862,101
34105,Digital Turbine,"1.0,1!fyber.com,213623,1,,,!dauup.com,34105,1,,,",17500600,382800,0.021874,285100,0.016291,97700,0.0055,17117800,0.9781,102
34208,VGI,"1.0,1!lkqd.net,1100053802,1,,,!dauup.com,34208,1,,,",17464200,1198400,0.06862,1112100,0.063679,86300,0.0049,16265800,0.9313,103
34208,VGI,"1.0,1!mediafuse.com,810,1,,,!lkqd.net,1100055484,1,,,!dauup.com,34208,1,,,",17354600,7000,0.000403,4700,0.000271,2300,0.0001,17347600,0.9995,104
34163,E-planning,"1.0,1!bigo.sg,1490,1,,,!e-planning.net,ecee0b96300f040e,1,,,!dauup.com,34163,1,,,",17151100,505800,0.029491,505300,0.029462,500,0.0,16645300,0.9705,105
34211,Illumin,"1.0,1!ogury.com,23784fae-b57b-4760-9ef0-649a8d5cfe3a,1,,,!admanmedia.com,2116,1,,,!dauup.com,34211,1,,,",16924000,39200,0.002316,20700,0.001223,18500,0.001,16884800,0.9976,106
44335,Spanglish Movies,"1.0,0!dauup.com,44335,1,,,",16908200,845600,0.050011,843000,0.049857,2600,0.0001,16062600,0.9499,107
34211,Illumin,"1.0,1!ogury.com,5733e781-f442-49de-bf5f-aa4988e9b5b9,1,,,!admanmedia.com,2116,1,,,!dauup.com,34211,1,,,",16820700,55300,0.003288,25900,0.00154,29400,0.0017,16765400,0.9967,108
34208,VGI,"1.0,1!mediafuse.com,813,1,,,!lkqd.net,1100059467,1,,,!dauup.com,34208,1,,,",16387700,26200,0.001599,17900,0.001092,8300,0.0005,16361500,0.9984,109
34104,Smaato,"1.0,1!smaato.com,1100038747,1,,,!dauup.com,34104,1,,,",16316600,58200,0.003567,41700,0.002556,16500,0.001,16258400,0.9964,110
34211,Illumin,"1.0,1!vungle.com,561e8d936b8d90f61a000455,1,,,!admanmedia.com,20,1,,,!dauup.com,34211,1,,,",15798900,27100,0.001715,26500,0.001677,600,0.0,15771800,0.9982,111
34199,Mindtos,"1.0,1!bigo.sg,415,1,,,!mindtos.com,mt0b219ff842ee3772,1,,,!dauup.com,34199,1,,,",15577500,15100,0.000969,12900,0.000828,2200,0.0001,15562400,0.999,112
34102,PubNative,"1.0,1!chartboost.com,6849341c4ae2a50a894e31eb,1,,,!pubnative.net,1007485,1,,,!dauup.com,34102,1,,,",15244600,68300,0.00448,42800,0.002808,25500,0.0016,15176300,0.9955,113
34197,zMaticoo,"1.0,0!madstream.net,784618,1,,,!zmaticoo.com,119238,1,,,!dauup.com,34197,1,,,",15211200,14408900,0.947256,14407000,0.947131,1900,0.0001,802300,0.0527,114
34157,TCL,"1.0,1!dauup.com,34157,1,,,",15003300,337500,0.022495,141500,0.009431,196000,0.013,14665800,0.9775,115
34211,Illumin,"1.0,1!ogury.com,8565d9901044d90e546724031a350a61,1,,,!admanmedia.com,2116,1,,,!dauup.com,34211,1,,,",14913800,33800,0.002266,22000,0.001475,11800,0.0007,14880000,0.9977,116
34104,Smaato,"1.0,1!smaato.com,1100057802,1,,,!dauup.com,34104,1,,,",14834400,53200,0.003586,39500,0.002663,13700,0.0009,14781200,0.9964,117
34197,zMaticoo,"1.0,1!zmaticoo.com,72219,1,,,!dauup.com,34197,1,,,",14796800,90400,0.006109,47400,0.003203,43000,0.0029,14706400,0.9938,118
34197,zMaticoo,"1.0,1!zmaticoo.com,77629,1,,,!dauup.com,34197,1,,,",14657700,45400,0.003097,21800,0.001487,23600,0.0016,14612300,0.9969,119
34102,PubNative,"1.0,1!chartboost.com,67eca039640742f00c1d724c,1,,,!pubnative.net,1007485,1,,,!dauup.com,34102,1,,,",14586300,23600,0.001618,17900,0.001227,5700,0.0003,14562700,0.9983,120
34105,Digital Turbine,"1.0,1!fyber.com,214161,1,,,!dauup.com,34105,1,,,",14218000,59200,0.004164,35900,0.002525,23300,0.0016,14158800,0.9958,121
44327,Cineverse,"1.0,1!amagi.com,76920,1,,,!c360.com,69118,1,,,!dauup.com,44327,1,,,",14156600,84800,0.00599,43600,0.00308,41200,0.0029,14071800,0.994,122
34211,Illumin,"1.0,1!admanmedia.com,2353,1,,,!dauup.com,34211,1,,,",13869300,344900,0.024868,311700,0.022474,33200,0.0023,13524400,0.9751,123
34104,Smaato,"1.0,1!smaato.com,1100055928,1,,,!dauup.com,34104,1,,,",13621800,28800,0.002114,14400,0.001057,14400,0.001,13593000,0.9978,124
34104,Smaato,"1.0,1!chartboost.com,6849341c4ae2a50a894e31eb,1,,,!smaato.com,1100057440,1,,,!dauup.com,34104,1,,,",13509100,80100,0.005929,52700,0.003901,27400,0.002,13429000,0.994,125
34197,zMaticoo,"1.0,0!zmaticoo.com,5135884,1,,,!dauup.com,34197,1,,,",13434500,12673700,0.94337,12650600,0.94165,23100,0.0017,760800,0.0566,126
34201,Indicue,"1.0,1!indicue.com,3734,1,,,!dauup.com,34201,1,,,",13381300,1177000,0.087959,1169100,0.087368,7900,0.0005,12204300,0.912,127
34206,Pwr-Ads (streamstak),"1.0,0!dauup.com,34206,1,,,",13347300,656700,0.049201,586000,0.043904,70700,0.0052,12690600,0.9507,128
34154,CadentTV,"1.0,1!ssp.cadent.com,1858,1,,,!dauup.com,34154,1,,,",13342900,21000,0.001574,18200,0.001364,2800,0.0002,13321900,0.9984,129
44327,Cineverse,"1.0,1!c360.com,3597,1,,,!dauup.com,44327,1,,,",12949000,41000,0.003166,20800,0.001606,20200,0.0015,12908000,0.9968,130
34218,Iion,"1.0,1!iion.io,10253,1,,,!dauup.com,34218,1,,,",12915100,172400,0.013349,162700,0.012598,9700,0.0007,12742700,0.9866,131
34218,Iion,"1.0,1!iion.io,10126,1,,,!dauup.com,34218,1,,,",12907100,132400,0.010258,128100,0.009925,4300,0.0003,12774700,0.9897,132
34197,zMaticoo,"1.0,1!zmaticoo.com,77135,1,,,!dauup.com,34197,1,,,",12817200,38700,0.003019,30100,0.002348,8600,0.0006,12778500,0.9969,133
34211,Illumin,"1.0,1!lijit.com,566447,1,,,!admanmedia.com,2068,1,,,!dauup.com,34211,1,,,",12697900,49300,0.003883,48000,0.00378,1300,0.0001,12648600,0.9961,134
34211,Illumin,"1.0,1!admanmedia.com,2017,1,,,!dauup.com,34211,1,,,",12527500,132400,0.010569,121400,0.009691,11000,0.0008,12395100,0.9894,135
34109,Displayio,"1.0,1!pangleglobal.com,5016082,1,,,!display.io,236374,1,,,!dauup.com,34109,1,,,",12382600,70600,0.005702,70100,0.005661,500,0.0,12312000,0.9942,136
34104,Smaato,"1.0,1!smaato.com,1100041502,1,,,!dauup.com,34104,1,,,",12303000,72000,0.005852,57800,0.004698,14200,0.0011,12231000,0.9941,137
34201,Indicue,"1.0,1!indicue.com,3781,1,,,!dauup.com,34201,1,,,",12236100,689100,0.056317,655600,0.053579,33500,0.0027,11547000,0.9436,138
34103,InMobi,"1.0,1!inmobi.com,569ef9f431794e6781281461bf5a978c,1,,,!dauup.com,34103,1,,,",12202400,144600,0.01185,139900,0.011465,4700,0.0003,12057800,0.9881,139
34106,AlgoriX,"1.0,1!algorix.co,260688,1,,,!dauup.com,34106,1,,,",12010500,707900,0.05894,698700,0.058174,9200,0.0007,11302600,0.941,140
34104,Smaato,"1.0,1!bold-win.com,620,1,,,!smaato.com,1100056087,1,,,!dauup.com,34104,1,,,",11996200,53500,0.00446,46100,0.003843,7400,0.0006,11942700,0.9955,141
34106,AlgoriX,"1.0,1!algorix.co,60550,1,,,!dauup.com,34106,1,,,",11939700,64600,0.005411,55300,0.004632,9300,0.0007,11875100,0.9945,142
34114,PubMatic,"1.0,1!pubmatic.com,162979,1,,,!dauup.com,34114,1,,,",11687700,150800,0.012902,37000,0.003166,113800,0.0097,11536900,0.987,143
34155,OpenX,"1.0,1!jambojar.com,20261979,1,,,!openx.com,562388597,1,,,!dauup.com,34155,1,,,",11609900,51600,0.004444,29400,0.002532,22200,0.0019,11558300,0.9955,144
34127,Tredio,"1.0,1!algorix.co,604489,1,,,!admanmedia.com,2123,1,,,!tredio.io,357a6fdf7642bf815a88822c447d9dc431894,1,,,!dauup.com,34127,1,,,",11280300,32000,0.002837,25700,0.002278,6300,0.0005,11248300,0.9971,145
34102,PubNative,"1.0,1!pubnative.net,1007994,1,,,!dauup.com,34102,1,,,",11063500,45700,0.004131,36100,0.003263,9600,0.0008,11017800,0.9958,146
34104,Smaato,"1.0,1!chartboost.com,5b92832009b2dd0cfa0a459a,1,,,!smaato.com,1100057440,1,,,!dauup.com,34104,1,,,",10869300,114100,0.010497,104100,0.009577,10000,0.0009,10755200,0.9895,147
34104,Smaato,"1.0,1!chartboost.com,69ef1ab4127dcf34d2b34033,1,,,!smaato.com,1100057440,1,,,!dauup.com,34104,1,,,",10855100,225000,0.020728,165000,0.0152,60000,0.0055,10630100,0.9792,148
34106,AlgoriX,"1.0,1!algorix.co,604592,1,,,!dauup.com,34106,1,,,",10684800,349900,0.032747,341100,0.031924,8800,0.0008,10334900,0.9672,149
34114,PubMatic,"1.0,1!pubmatic.com,167989,1,,,!dauup.com,34114,1,,,",10661400,735300,0.068968,735300,0.068968,0,0.0,9926100,0.931,150
34104,Smaato,"1.0,1!chartboost.com,682326fad47ae99faf74cd29,1,,,!smaato.com,1100057440,1,,,!dauup.com,34104,1,,,",10656000,83700,0.007855,47700,0.004476,36000,0.0033,10572300,0.9921,151
34109,Displayio,"1.0,1!chartboost.com,5fc90de464bda0080ace6b1b,1,,,!bidease.com,bidease_seller_8,1,,,!display.io,224469,1,,,!dauup.com,34109,1,,,",10350900,49300,0.004763,48700,0.004705,600,0.0,10301600,0.9952,152
34158,AppoDeal,"1.0,1!lunamedia.io,71dcc9b5-b8b6-492f-948d-d3c464af85bf,1,,,!bidmachine.io,1412,1,,,!dauup.com,34158,1,,,",10177500,47000,0.004618,43600,0.004284,3400,0.0003,10130500,0.9953,153
34154,CadentTV,"1.0,1!ssp.cadent.com,2675,1,,,!dauup.com,34154,1,,,",10113500,51700,0.005112,44400,0.00439,7300,0.0007,10061800,0.9948,154
34167,Lacuna,"1.0,1!ushareit.com,LC40c22e57fca55c8a,1,,,!dauup.com,34167,1,,,",9992400,9944100,0.995166,9943800,0.995136,300,0.0,48300,0.0048,155
34155,OpenX,"1.0,1!openx.com,564972066,1,,,!dauup.com,34155,1,,,",9971200,615100,0.061688,502000,0.050345,113100,0.0113,9356100,0.9383,156
34109,Displayio,"1.0,1!display.io,2091,1,,,!dauup.com,34109,1,,,",9944800,6087300,0.612109,6077400,0.611113,9900,0.0009,3857500,0.3878,157
34197,zMaticoo,"1.0,1!zmaticoo.com,70728,1,,,!dauup.com,34197,1,,,",9910100,38300,0.003865,23800,0.002402,14500,0.0014,9871800,0.9961,158
34104,Smaato,"1.0,1!smaato.com,1100055967,1,,,!dauup.com,34104,1,,,",9905500,33800,0.003412,26200,0.002645,7600,0.0007,9871700,0.9965,159
34104,Smaato,"1.0,1!anzu.io,5c5bcfb8fbabb940bd369e15,1,,,!smaato.com,1100058237,1,,,!dauup.com,34104,1,,,",9860000,253700,0.02573,245900,0.024939,7800,0.0007,9606300,0.9742,160
34105,Digital Turbine,"1.0,1!fyber.com,207929,1,,,!dauup.com,34105,1,,,",9732700,45200,0.004644,29700,0.003052,15500,0.0015,9687500,0.9953,161
34104,Smaato,"1.0,1!chartboost.com,681c6b602ebdf610eb8d58e6,1,,,!smaato.com,1100057440,1,,,!dauup.com,34104,1,,,",9714800,99500,0.010242,50000,0.005147,49500,0.005,9615300,0.9897,162
34104,Smaato,"1.0,1!chartboost.com,68afce716fd2b6b4523bedff,1,,,!smaato.com,1100057440,1,,,!dauup.com,34104,1,,,",9512900,121200,0.012741,79200,0.008326,42000,0.0044,9391700,0.9872,163
34105,Digital Turbine,"1.0,1!fyber.com,218660,1,,,!dauup.com,34105,1,,,",9461500,505900,0.053469,410800,0.043418,95100,0.01,8955600,0.9465,164
34154,CadentTV,"1.0,1!ssp.cadent.com,1470,1,,,!dauup.com,34154,1,,,",9402900,28000,0.002978,23500,0.002499,4500,0.0004,9374900,0.997,165
34127,Tredio,"1.0,1!admanmedia.com,2339,1,,,!tredio.io,357a6fdf7642bf815a88822c447d9dc431894,1,,,!dauup.com,34127,1,,,",9394300,40300,0.00429,16900,0.001799,23400,0.0024,9354000,0.9957,166
34104,Smaato,"1.0,1!limpid.tv,920605,1,,,!smaato.com,1100046578,1,,,!dauup.com,34104,1,,,",9308200,83900,0.009014,82200,0.008831,1700,0.0001,9224300,0.9909,167
34163,E-planning,"1.0,1!bidmachine.io,1184,1,,,!e-planning.net,864690bcd16cd011,1,,,!dauup.com,34163,1,,,",9266600,24700,0.002665,24700,0.002665,0,0.0,9241900,0.9973,168
34106,AlgoriX,"1.0,1!algorix.co,60144,1,,,!dauup.com,34106,1,,,",9224500,86400,0.009366,69300,0.007513,17100,0.0018,9138100,0.9906,169
34114,PubMatic,"1.0,1!pubmatic.com,159834,1,,,!dauup.com,34114,1,,,",9137000,918700,0.100547,918700,0.100547,0,0.0,8218300,0.8994,170
34211,Illumin,"1.0,1!admanmedia.com,2402,1,,,!dauup.com,34211,1,,,",9008100,222500,0.0247,221700,0.024611,800,0.0,8785600,0.9753,171
34155,OpenX,"1.0,1!openx.com,559546846,1,,,!dauup.com,34155,1,,,",8992700,11000,0.001223,10500,0.001168,500,0.0,8981700,0.9987,172
34142,Sovrn,"1.0,1!lijit.com,593510,1,,,!dauup.com,34142,1,,,",8906200,26000,0.002919,22900,0.002571,3100,0.0003,8880200,0.997,173
34197,zMaticoo,"1.0,1!zmaticoo.com,85666,1,,,!dauup.com,34197,1,,,",8854500,23700,0.002677,12800,0.001446,10900,0.0012,8830800,0.9973,174
34167,Lacuna,"1.0,1!ushareit.com,LC7ac501810e8e4ed6,1,,,!dauup.com,34167,1,,,",8776200,480900,0.054796,468500,0.053383,12400,0.0014,8295300,0.9452,175
34105,Digital Turbine,"1.0,1!fyber.com,210342,1,,,!dauup.com,34105,1,,,",8759500,301100,0.034374,233400,0.026645,67700,0.0077,8458400,0.9656,176
34218,Iion,"1.0,1!iion.io,10326,1,,,!dauup.com,34218,1,,,",8698900,38800,0.00446,36800,0.00423,2000,0.0002,8660100,0.9955,177
34104,Smaato,"1.0,1!smaato.com,1100056264,1,,,!dauup.com,34104,1,,,",8681700,28500,0.003283,18400,0.002119,10100,0.0011,8653200,0.9967,178
34155,OpenX,"1.0,0!openx.com,561520448,1,,,!dauup.com,34155,1,,,",8671800,724700,0.08357,718800,0.082889,5900,0.0006,7947100,0.9164,179
34114,PubMatic,"1.0,1!pubmatic.com,167854,1,,,!dauup.com,34114,1,,,",8580900,331600,0.038644,331600,0.038644,0,0.0,8249300,0.9613,180
34197,zMaticoo,"1.0,1!zmaticoo.com,72969,1,,,!dauup.com,34197,1,,,",8559200,34100,0.003984,13700,0.001601,20400,0.0023,8525100,0.996,181
34104,Smaato,"1.0,1!chartboost.com,67eca039640742f00c1d724c,1,,,!smaato.com,1100057440,1,,,!dauup.com,34104,1,,,",8528500,20000,0.002345,9900,0.001161,10100,0.0011,8508500,0.9976,182
34199,Mindtos,"1.0,1!bidscube.com,1190,1,,,!mindtos.com,mtafd04e97d5130207,1,,,!dauup.com,34199,1,,,",8414100,8161500,0.969979,8161200,0.969943,300,0.0,252600,0.03,183
34158,AppoDeal,"1.0,1!ignitemediatech.com,pub_61868,1,,,!bidmachine.io,1490,1,,,!dauup.com,34158,1,,,",8396200,76300,0.009087,75300,0.008968,1000,0.0001,8319900,0.9909,184
34114,PubMatic,"1.0,1!pubmatic.com,167937,1,,,!dauup.com,34114,1,,,",8389700,196600,0.023433,196600,0.023433,0,0.0,8193100,0.9765,185
34104,Smaato,"1.0,1!chartboost.com,53c8f2ba89b0bb69d854018b,1,,,!smaato.com,1100057440,1,,,!dauup.com,34104,1,,,",8314500,60000,0.007216,46500,0.005593,13500,0.0016,8254500,0.9927,186
34138,Nexxen,"1.0,1!unrulymedia.com,859757950,1,,,!dauup.com,34138,1,,,",8261900,102000,0.012346,26200,0.003171,75800,0.0091,8159900,0.9876,187
34167,Lacuna,"1.0,1!ushareit.com,20836124,1,,,!dauup.com,34167,1,,,",8198200,8113200,0.989632,8112900,0.989595,300,0.0,85000,0.0103,188
34105,Digital Turbine,"1.0,1!fyber.com,207429,1,,,!dauup.com,34105,1,,,",8124200,66200,0.008148,33400,0.004111,32800,0.004,8058000,0.9918,189
34103,InMobi,"1.0,1!inmobi.com,43e2d6cd0ddf4410b48b571231b90666,1,,,!dauup.com,34103,1,,,",8080200,36600,0.00453,32500,0.004022,4100,0.0005,8043600,0.9954,190
34104,Smaato,"1.0,1!smaato.com,1100055273,1,,,!dauup.com,34104,1,,,",7968400,23200,0.002912,13700,0.001719,9500,0.0011,7945200,0.997,191
34155,OpenX,"1.0,1!openx.com,560730136,1,,,!dauup.com,34155,1,,,",7865300,8400,0.001068,8400,0.001068,0,0.0,7856900,0.9989,192
34158,AppoDeal,"1.0,1!ignitemediatech.com,pub_61468,1,,,!bidmachine.io,1490,1,,,!dauup.com,34158,1,,,",7859400,175000,0.022266,172600,0.021961,2400,0.0003,7684400,0.9777,193
34114,PubMatic,"1.0,1!pubmatic.com,160710,1,,,!dauup.com,34114,1,,,",7769500,372500,0.047944,371800,0.047854,700,0.0,7397000,0.952,194
34197,zMaticoo,"1.0,1!zmaticoo.com,61830,1,,,!dauup.com,34197,1,,,",7649200,72100,0.009426,61900,0.008092,10200,0.0013,7577100,0.9905,195
34103,InMobi,"1.0,1!inmobi.com,30d371f6fd07483183d75d4474c2508f,1,,,!dauup.com,34103,1,,,",7638500,94500,0.012372,89600,0.01173,4900,0.0006,7544000,0.9876,196
34104,Smaato,"1.0,1!smaato.com,1100043642,1,,,!dauup.com,34104,1,,,",7610500,338000,0.044412,326400,0.042888,11600,0.0015,7272500,0.9555,197
34155,OpenX,"1.0,1!openx.com,564309526,1,,,!dauup.com,34155,1,,,",7559900,31500,0.004167,29800,0.003942,1700,0.0002,7528400,0.9958,198
34105,Digital Turbine,"1.0,1!fyber.com,209382,1,,,!dauup.com,34105,1,,,",7457400,93600,0.012551,85000,0.011398,8600,0.0011,7363800,0.9874,199
34109,Displayio,"1.0,1!pangleglobal.com,69645,1,,,!display.io,236374,1,,,!dauup.com,34109,1,,,",7360900,68500,0.009306,60600,0.008233,7900,0.001,7292400,0.9906,200
34102,PubNative,"1.0,1!chartboost.com,6277acb7557d7707e9da670e,1,,,!pubnative.net,1007485,1,,,!dauup.com,34102,1,,,",7252200,40900,0.00564,36300,0.005005,4600,0.0006,7211300,0.9943,201
34211,Illumin,"1.0,1!fyber.com,233985,1,,,!admanmedia.com,26,1,,,!dauup.com,34211,1,,,",7243300,346800,0.047879,325800,0.044979,21000,0.0028,6896500,0.9521,202
34127,Tredio,"1.0,1!lijit.com,568191,1,,,!admanmedia.com,2068,1,,,!tredio.io,357a6fdf7642bf815a88822c447d9dc431894,1,,,!dauup.com,34127,1,,,",7200000,26000,0.003611,14400,0.002,11600,0.0016,7174000,0.9963,203
34155,OpenX,"1.0,1!jambojar.com,20261981,1,,,!openx.com,562388597,1,,,!dauup.com,34155,1,,,",7157000,960300,0.134176,950400,0.132793,9900,0.0013,6196700,0.8658,204
34218,Iion,"1.0,1!iion.io,10162,1,,,!dauup.com,34218,1,,,",7141600,521300,0.072995,519400,0.072729,1900,0.0002,6620300,0.927,205
