seller_id,schain_seller_domains,schain_node_names,sampled_publisher_ids,sampled_publisher_names,schain_node_positions,row_count,source_media_guard_rows,total_requests,invalid_traffic_count,sophisticated_ivt_count,general_ivt_count,valid_traffic_count,max_row_ivt_pct,unique_schain_count,sample_schains,weighted_ivt_pct,weighted_sophisticated_ivt_pct,weighted_general_ivt_pct,weighted_valid_traffic_pct,seller_names_found,seller_domains_found,source_names_found_in,sellers_json_urls_found_in,blacklist_reason,media_guard_seller_names,upstream_domains
5135884,zmaticoo.com,,34197,zMaticoo,1 | 2 | 3,9,9,157809400,156246100,156079600,166500,1563300,0.997922,9,"1.0,1!smoot.ai,100093,1,,,!zmaticoo.com,5135884,1,,,!dauup.com,34197,1,,, | 1.0,0!zmaticoo.com,5135884,1,,,!dauup.com,34197,1,,, | 1.0,1!smoot.ai,100068,1,,,!zmaticoo.com,5135884,1,,,!dauup.com,34197,1,,, | 1.0,1!escalax.io,7,1,,,!smoot.ai,100038,1,,,!zmaticoo.com,5135884,1,,,!dauup.com,34197,1,,, | 1.0,1!escalax.io,8,1,,,!smoot.ai,100038,1,,,!zmaticoo.com,5135884,1,,,!dauup.com,34197,1,,, | 1.0,1!smoot.ai,100070,1,,,!zmaticoo.com,5135884,1,,,!dauup.com,34197,1,,, | 1.0,1!smoot.ai,100067,1,,,!zmaticoo.com,5135884,1,,,!dauup.com,34197,1,,, | 1.0,1!escalax.io,130,1,,,!smoot.ai,100038,1,,,!zmaticoo.com,5135884,1,,,!dauup.com,34197,1,,, +1 more",0.9900937459999214,0.989038675769631,0.0010550702302904644,0.009906254000078576,smoot,smoot.ai,zMaticoo,https://zmaticoo.com/sellers.json,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",zMaticoo,zmaticoo.com
20836124,ushareit.com,,34167,Lacuna,1,1,1,8198200,8113200,8112900,300,85000,0.989632,1,"1.0,1!ushareit.com,20836124,1,,,!dauup.com,34167,1,,,",0.989631870410578,0.989595277012027,3.6593398550901415e-05,0.010368129589422069,1SOFT | Indie Games Global,monsterstudio.io | 3b.studio | caravia.io | indie-dev.store,Lacuna | Maximents/ushareit | Bidease,https://www.lacunads.com/sellers.json | https://lacunads.ushareit.com/sellers.json | https://www.bidease.com/sellers.json,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",Lacuna,ushareit.com
a4a72c47-7f3e-597d-b218-b056a4735a71,flashb.id,,34155,OpenX,1,1,1,1423600,1408700,1408700,0,14900,0.989534,1,"1.0,1!flashb.id,a4a72c47-7f3e-597d-b218-b056a4735a71,1,,,!openx.com,559913615,1,,,!dauup.com,34155,1,,,",0.989533576847429,0.989533576847429,0.0,0.010466423152570946,,,,,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",OpenX,flashb.id
m609bbc1c59e72c4a,mindtos.com,,34199,Mindtos,2,9,9,36698000,36241000,36235900,5100,457000,0.994875,9,"1.0,1!intenze.co,200067,1,,,!mindtos.com,m609bbc1c59e72c4a,1,,,!dauup.com,34199,1,,, | 1.0,1!intenze.co,200002,1,,,!mindtos.com,m609bbc1c59e72c4a,1,,,!dauup.com,34199,1,,, | 1.0,1!intenze.co,498,1,,,!mindtos.com,m609bbc1c59e72c4a,1,,,!dauup.com,34199,1,,, | 1.0,1!intenze.co,200219,1,,,!mindtos.com,m609bbc1c59e72c4a,1,,,!dauup.com,34199,1,,, | 1.0,1!intenze.co,200300,1,,,!mindtos.com,m609bbc1c59e72c4a,1,,,!dauup.com,34199,1,,, | 1.0,1!intenze.co,200170,1,,,!mindtos.com,m609bbc1c59e72c4a,1,,,!dauup.com,34199,1,,, | 1.0,1!intenze.co,408,1,,,!mindtos.com,m609bbc1c59e72c4a,1,,,!dauup.com,34199,1,,, | 1.0,1!intenze.co,200128,1,,,!mindtos.com,m609bbc1c59e72c4a,1,,,!dauup.com,34199,1,,, +1 more",0.9875470052863916,0.9874080331353208,0.00013897215107090306,0.01245299471360837,gothamads,intenze.co,Mindtos Supply | Mindtos,https://www.mindtos.com/sellers.json,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",Mindtos,mindtos.com
691302d0870ed0233ae68d7c,anzu.io,,34158 | 34102,AppoDeal | PubNative,1,2,2,1369400,1349500,1344300,5200,19900,0.991006,2,"1.0,1!anzu.io,691302d0870ed0233ae68d7c,1,,,!bidmachine.io,1505,1,,,!dauup.com,34158,1,,, | 1.0,1!anzu.io,691302d0870ed0233ae68d7c,1,,,!pubnative.net,1017230,1,,,!dauup.com,34102,1,,,",0.9854680882138163,0.9816708047319994,0.003797283481816854,0.01453191178618373,CAS.AI,cas.ai,anzu,https://admins-api.anzu.io/sellers.json,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",AppoDeal | PubNative,anzu.io
mt7dbb876b5280b03d,mindtos.com,,34199,Mindtos,1,1,1,1072500,1051200,1051100,100,21300,0.98014,1,"1.0,1!mindtos.com,mt7dbb876b5280b03d,1,,,!dauup.com,34199,1,,,",0.9801398601398601,0.98004662004662,9.324009324009324e-05,0.01986013986013986,WiFi Tools and File Recovery(Photo&Video Recovery),wifirouterss.com,Mindtos Supply | Mindtos,https://www.mindtos.com/sellers.json,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",Mindtos,mindtos.com
1225,streamkey.tv,,34197,zMaticoo,1,1,1,7057200,6872800,6870100,2700,184400,0.973871,1,"1.0,0!streamkey.tv,1225,1,,,!zmaticoo.com,118340,1,,,!dauup.com,34197,1,,,",0.9738706569177578,0.9734880689225188,0.00038258799523890495,0.02612934308224225,tenxads | IronMeta Studio | PickU,tenxads.com | ironmeta.com | picku.me,VoiseTech | Bigo | zMaticoo,https://www.voisetech.com/sellers.json | https://bigo.sg/sellers.json | https://zmaticoo.com/sellers.json,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",zMaticoo,streamkey.tv
1190,bidscube.com,,34199,Mindtos,1,1,1,8414100,8161500,8161200,300,252600,0.969979,1,"1.0,1!bidscube.com,1190,1,,,!mindtos.com,mtafd04e97d5130207,1,,,!dauup.com,34199,1,,,",0.9699789638820551,0.9699433094448604,3.565443719470888e-05,0.030021036117944877,Hitapps | YZ-Game,hitapps.com | game.youlesp.com,VoiseTech | Bigo,https://www.voisetech.com/sellers.json | https://bigo.sg/sellers.json,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",Mindtos,bidscube.com
1114261,bigo.sg,,34199,Mindtos,1,1,1,5473200,5220800,5219100,1700,252400,0.953884,1,"1.0,1!bigo.sg,1114261,1,,,!mindtos.com,mt0b219ff842ee3772,1,,,!dauup.com,34199,1,,,",0.9538843820799532,0.9535737776803332,0.0003106043996199664,0.04611561792004677,BALABOOM PTE. LTD.,bilibili.tv,Bigo,https://bigo.sg/sellers.json,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",Mindtos,bigo.sg
119238,zmaticoo.com,,34197,zMaticoo,2,1,1,15211200,14408900,14407000,1900,802300,0.947256,1,"1.0,0!madstream.net,784618,1,,,!zmaticoo.com,119238,1,,,!dauup.com,34197,1,,,",0.9472559692857894,0.9471310613232355,0.00012490796255390765,0.052744030714210584,madstream,madstream.net,zMaticoo,https://zmaticoo.com/sellers.json,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",zMaticoo,zmaticoo.com
784618,madstream.net,,34197,zMaticoo,1,1,1,15211200,14408900,14407000,1900,802300,0.947256,1,"1.0,0!madstream.net,784618,1,,,!zmaticoo.com,119238,1,,,!dauup.com,34197,1,,,",0.9472559692857894,0.9471310613232355,0.00012490796255390765,0.052744030714210584,,,,,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",zMaticoo,madstream.net
60acac430b4be607c27f24cd,chartboost.com,,34104 | 34109,Smaato | Displayio,1,2,2,1129700,1064600,300,1064300,65100,0.989308,2,"1.0,1!chartboost.com,60acac430b4be607c27f24cd,1,,,!smaato.com,1100057440,1,,,!dauup.com,34104,1,,, | 1.0,1!chartboost.com,60acac430b4be607c27f24cd,1,,,!pubeasy.io,110588,1,,,!display.io,232020,1,,,!dauup.com,34109,1,,,",0.9423740816145879,0.00026555722758254404,0.9421085243870054,0.057625918385412055,,,,,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",Smaato | Displayio,chartboost.com
182,flat-ads.com,,34109,Displayio,1,1,1,3629200,3410600,3410600,0,218600,0.939766,1,"1.0,1!flat-ads.com,182,1,,,!display.io,227787,1,,,!dauup.com,34109,1,,,",0.9397663396891877,0.9397663396891877,0.0,0.0602336603108123,Sport Network | DoByAI | RollerAds | adeum,sportnetwork.it | dobyai.com | adeum.click,Adasta | Flat Ads | Kodio | Screencore,https://www.Adasta.it/sellers.json | https://www.flat-ads.com/sellers.json | https://adelion.com/sellers.json | https://screencore.io/sellers.json,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",Displayio,flat-ads.com
1009664,pubnative.net,,34199,Mindtos,1,1,1,7078600,6625300,6623000,2300,453300,0.935962,1,"1.0,1!pubnative.net,1009664,1,,,!mindtos.com,mt7bbc260d3d6b7507,1,,,!dauup.com,34199,1,,,",0.9359619133727008,0.9356369903653264,0.00032492300737433955,0.06403808662729918,BALABOOM PTE. LTD,bilibili.tv,Pubnative | Pubnative Supply,https://pubnative.net/sellers.json/,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",Mindtos,pubnative.net
1100059247,smaato.com,,34102 | 34211 | 34127,PubNative | Illumin | Tredio,1,5,5,1405600,1303500,1302600,900,102100,0.968663,5,"1.0,1!smaato.com,1100059247,1,,,!pubnative.net,1004796,1,,,!dauup.com,34102,1,,, | 1.0,1!smaato.com,1100059247,1,,,!admanmedia.com,552,1,,,!dauup.com,34211,1,,, | 1.0,1!smaato.com,1100059247,1,,,!loopme.com,2896,1,,,!tredio.io,357a6fdf7642bf815a88822c447d9dc436935,1,,,!dauup.com,34127,1,,, | 1.0,1!smaato.com,1100059247,1,,,!tredio.io,357a6fdf7642bf815a88822c447d9dc434414,1,,,!dauup.com,34127,1,,, | 1.0,1!smaato.com,1100059247,1,,,!admanmedia.com,552,1,,,!tredio.io,357a6fdf7642bf815a88822c447d9dc431894,1,,,!dauup.com,34127,1,,,",0.9273619806488332,0.9267216846898122,0.0006402959590210587,0.07263801935116676,cas.ai (Nimpha LTD) oRTB,cas.ai,Smaato,https://www.smaato.com/sellers.json,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",PubNative | Illumin | Tredio,smaato.com
1009622,pubnative.net,,34199,Mindtos,1,1,1,4066100,3678800,3677700,1100,387300,0.904749,1,"1.0,1!pubnative.net,1009622,1,,,!mindtos.com,mt7bbc260d3d6b7507,1,,,!dauup.com,34199,1,,,",0.9047490224047613,0.904478492904749,0.0002705295000122968,0.09525097759523868,Balaboom,bilibili.tv,Pubnative | Pubnative Supply,https://pubnative.net/sellers.json/,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",Mindtos,pubnative.net
mt60ba371e21358e6e,mindtos.com,,34199,Mindtos,1,1,1,5276800,4744000,4743700,300,532800,0.89903,1,"1.0,1!mindtos.com,mt60ba371e21358e6e,1,,,!dauup.com,34199,1,,,",0.899029714978775,0.8989728623408126,5.685263796240146e-05,0.10097028502122499,Zaaky Games,zaakygames.com,Mindtos Supply | Mindtos,https://www.mindtos.com/sellers.json,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",Mindtos,mindtos.com
mt542b8bbdcaf716d7,mindtos.com,,34199,Mindtos,2,5,5,2881700,2583600,2582500,1100,298100,0.976439,5,"1.0,1!vosacosg.com,0bdd55a75b24d02b,1,,,!mindtos.com,mt542b8bbdcaf716d7,1,,,!dauup.com,34199,1,,, | 1.0,1!vosacosg.com,bf192a4a3058177e,1,,,!mindtos.com,mt542b8bbdcaf716d7,1,,,!dauup.com,34199,1,,, | 1.0,1!vosacosg.com,77d345dc6b557398,1,,,!mindtos.com,mt542b8bbdcaf716d7,1,,,!dauup.com,34199,1,,, | 1.0,1!vosacosg.com,c696f33da9afc449,1,,,!mindtos.com,mt542b8bbdcaf716d7,1,,,!dauup.com,34199,1,,, | 1.0,1!vosacosg.com,487149157efe6e77,1,,,!mindtos.com,mt542b8bbdcaf716d7,1,,,!dauup.com,34199,1,,,",0.8965541173612798,0.8961723982371517,0.00038171912412811884,0.1034458826387202,vosaco,vosacosg.com,Mindtos Supply | Mindtos,https://www.mindtos.com/sellers.json,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",Mindtos,mindtos.com
mt0a8f0a62daaf7ead,mindtos.com,,34199,Mindtos,2,3,3,1110100,987400,986700,700,122700,0.935232,3,"1.0,1!admile.com,131,1,,,!mindtos.com,mt0a8f0a62daaf7ead,1,,,!dauup.com,34199,1,,, | 1.0,1!admile.com,101,1,,,!mindtos.com,mt0a8f0a62daaf7ead,1,,,!dauup.com,34199,1,,, | 1.0,1!admile.com,380,1,,,!mindtos.com,mt0a8f0a62daaf7ead,1,,,!dauup.com,34199,1,,,",0.8894694171696244,0.8888388433474462,0.0006305738221781821,0.11053058283037565,,,,,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",Mindtos,mindtos.com
68822a5470c44a95f50f2521,pgamssp.com,,34199,Mindtos,1,1,1,1518000,1343200,1342700,500,174800,0.884848,1,"1.0,1!pgamssp.com,68822a5470c44a95f50f2521,1,,,!mindtos.com,mt2ad060d760a4b6bd,1,,,!dauup.com,34199,1,,,",0.8848484848484849,0.8845191040843214,0.00032938076416337287,0.11515151515151516,,,,,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",Mindtos,pgamssp.com
mt2ad060d760a4b6bd,mindtos.com,,34199,Mindtos,2,1,1,1518000,1343200,1342700,500,174800,0.884848,1,"1.0,1!pgamssp.com,68822a5470c44a95f50f2521,1,,,!mindtos.com,mt2ad060d760a4b6bd,1,,,!dauup.com,34199,1,,,",0.8848484848484849,0.8845191040843214,0.00032938076416337287,0.11515151515151516,,,,,"SChain seller ID weighted IVT > 10% and attributed total requests > 1,000,000",Mindtos,mindtos.com
