sampled_publisher_id,sampled_publisher_name,sample_schain,total_requests,invalid_traffic_count,ivt_pct,sophisticated_ivt_count,sophisticated_ivt_pct,general_ivt_count,general_ivt_pct,valid_traffic_count,valid_traffic_pct,media_guard_row_number,schain_node_position,schain_asi_domain,seller_id,schain_hop_complete,schain_request_id,schain_node_name,schain_node_domain,schain_seller_key
34210,Rise,"1.0,1!eskimi.com,2020001255,1,,,!risecodes.com,680b33a1fc57d10001c035e1,1,,,!dauup.com,34210,1,,,",157385200,98300,0.000625,97800,0.000621,500,0.0,157286900,0.9993,9,1,eskimi.com,2020001255,1,,,,eskimi.com|2020001255
34210,Rise,"1.0,1!eskimi.com,2020001255,1,,,!risecodes.com,680b33a1fc57d10001c035e1,1,,,!dauup.com,34210,1,,,",157385200,98300,0.000625,97800,0.000621,500,0.0,157286900,0.9993,9,2,risecodes.com,680b33a1fc57d10001c035e1,1,,,,risecodes.com|680b33a1fc57d10001c035e1
34210,Rise,"1.0,1!eskimi.com,2020001255,1,,,!risecodes.com,680b33a1fc57d10001c035e1,1,,,!dauup.com,34210,1,,,",157385200,98300,0.000625,97800,0.000621,500,0.0,157286900,0.9993,9,3,dauup.com,34210,1,,,,dauup.com|34210
34202,Ignite Media,"1.0,1!ignitemediatech.com,pub_63595,1,,,!dauup.com,34202,1,,,",141498400,645200,0.00456,460000,0.003251,185200,0.0013,140853200,0.9954,10,1,ignitemediatech.com,pub_63595,1,,,,ignitemediatech.com|pub_63595
34202,Ignite Media,"1.0,1!ignitemediatech.com,pub_63595,1,,,!dauup.com,34202,1,,,",141498400,645200,0.00456,460000,0.003251,185200,0.0013,140853200,0.9954,10,2,dauup.com,34202,1,,,,dauup.com|34202
34208,VGI,"1.0,1!lkqd.net,1100056562,1,,,!dauup.com,34208,1,,,",140953100,2062200,0.01463,2039800,0.014471,22400,0.0001,138890900,0.9853,11,1,lkqd.net,1100056562,1,,,,lkqd.net|1100056562
34208,VGI,"1.0,1!lkqd.net,1100056562,1,,,!dauup.com,34208,1,,,",140953100,2062200,0.01463,2039800,0.014471,22400,0.0001,138890900,0.9853,11,2,dauup.com,34208,1,,,,dauup.com|34208
44311,Vizio,"1.0,1!dauup.com,44311,1,,,",139122100,1142900,0.008215,782800,0.005627,360100,0.0025,137979200,0.9917,12,1,dauup.com,44311,1,,,,dauup.com|44311
34197,zMaticoo,"1.0,1!smoot.ai,100093,1,,,!zmaticoo.com,5135884,1,,,!dauup.com,34197,1,,,",138267900,137569400,0.994948,137435800,0.993982,133600,0.0009,698500,0.005,13,1,smoot.ai,100093,1,,,,smoot.ai|100093
34197,zMaticoo,"1.0,1!smoot.ai,100093,1,,,!zmaticoo.com,5135884,1,,,!dauup.com,34197,1,,,",138267900,137569400,0.994948,137435800,0.993982,133600,0.0009,698500,0.005,13,2,zmaticoo.com,5135884,1,,,,zmaticoo.com|5135884
34197,zMaticoo,"1.0,1!smoot.ai,100093,1,,,!zmaticoo.com,5135884,1,,,!dauup.com,34197,1,,,",138267900,137569400,0.994948,137435800,0.993982,133600,0.0009,698500,0.005,13,3,dauup.com,34197,1,,,,dauup.com|34197
34197,zMaticoo,"1.0,1!zmaticoo.com,56301,1,,,!dauup.com,34197,1,,,",131427200,574000,0.004367,481100,0.003661,92900,0.0007,130853200,0.9956,14,1,zmaticoo.com,56301,1,,,,zmaticoo.com|56301
34197,zMaticoo,"1.0,1!zmaticoo.com,56301,1,,,!dauup.com,34197,1,,,",131427200,574000,0.004367,481100,0.003661,92900,0.0007,130853200,0.9956,14,2,dauup.com,34197,1,,,,dauup.com|34197
34142,Sovrn,"1.0,1!lijit.com,516513,1,,,!dauup.com,34142,1,,,",127481300,1910000,0.014983,1853700,0.014541,56300,0.0004,125571300,0.985,15,1,lijit.com,516513,1,,,,lijit.com|516513
34142,Sovrn,"1.0,1!lijit.com,516513,1,,,!dauup.com,34142,1,,,",127481300,1910000,0.014983,1853700,0.014541,56300,0.0004,125571300,0.985,15,2,dauup.com,34142,1,,,,dauup.com|34142
34158,AppoDeal,"1.0,1!ignitemediatech.com,pub_61128,1,,,!bidmachine.io,1490,1,,,!dauup.com,34158,1,,,",123556200,2058900,0.016664,2029500,0.016426,29400,0.0002,121497300,0.9833,16,1,ignitemediatech.com,pub_61128,1,,,,ignitemediatech.com|pub_61128
34158,AppoDeal,"1.0,1!ignitemediatech.com,pub_61128,1,,,!bidmachine.io,1490,1,,,!dauup.com,34158,1,,,",123556200,2058900,0.016664,2029500,0.016426,29400,0.0002,121497300,0.9833,16,2,bidmachine.io,1490,1,,,,bidmachine.io|1490
34158,AppoDeal,"1.0,1!ignitemediatech.com,pub_61128,1,,,!bidmachine.io,1490,1,,,!dauup.com,34158,1,,,",123556200,2058900,0.016664,2029500,0.016426,29400,0.0002,121497300,0.9833,16,3,dauup.com,34158,1,,,,dauup.com|34158
